Title,Author,Summary,Categories & Tags,Rating,Rank
Reincarnated as the Demon King's Son,Harlyboy,"Aldred was a 20-year-old man who killed himself because he couldn't stand how the world treated him.He prayed for a life that he could be grateful for.And unexpected to him, the gods heard his prayer....I welcome you to the world of fantastic imaginations where swords and magic clashed.What to expect: A lot of beautiful girls. OP MC, weak to strong, sucking things. Milk. lots of milk. Adventure. And Comedy.Warning: You might laugh too hard reading this story.Note: This is an adventure story. The 1-10 chap is a prologue of some sort. But I advise you not to skip them, I am sure you will find them hilarious.Note: Will there be milf and incest? Yes, but at the later part of the story. MC has to fight his way to earn these rewards. So follow his journey first.NO NTRThere are pictures of Eve, Sophia, Edeline, and many more. Check out the discord channel, if you want to see the characters.If you want to donate for commissioning art, then check out my Patreon: https://www.patreon.com/harlyboyNote: The cover is not mine. If you want me to take it down, please ask.","Fantasy, Action, Adventure, Harem, Mature, Ecchi, Comedy, R-18, Harem, Overpowered, Reincarnation, Adventure, Comedy, Beautiful Female Lead, Fast Cultivation, Male Protagonist, Sword And Magic, Weak to Strong, Overpowered Protagonist, Demon Lord, Modern Knowledge, Summoned Hero, Vampires, Incest, ",1.9,755
Jackal Among Snakes,Nemorosus,"The royal bastard of House Vasquer, Argrave, has changed after his stay studying magic at the Tower of the Gray Owl. The sickly man’s awkward posture and cruel behavior have been replaced with a neat dignity and acerbic wit. His listless life has found a path of undeniable purpose. Most come away thinking he seems to know too many details about too much. Few can claim to know his motives or his goals.Behind the scenes, though, the primary contributor for an open-world RPG’s wiki battles existential dread and things far beyond his ken as he struggles to adapt to a grim, gothic fantasy world that he had the misfortune to claim as his favorite game. This is his tale.#####What to expect from this story#####This piece is a high-fantasy style story, featuring many of the species and surroundings one might expect to find in such a world. The cultures are original and well-developed, with the primary setting being a European-style feudal society. Warfare, fell beasts, and natural disasters are commonplace in Berendar, and take the center of many plots. The protagonist is a smooth-talker, but the world does not exist for him; he must struggle to gain power.Releases 4x a week: Tuesday, Thursday, Saturday, and Sunday!","Fantasy, Mystery, Adventure, Comedy, Action, Game Elements, Transmigration, Magic, Male Protagonist, Character Growth, Strategic Battles, Wars, Schemes And Conspiracies, Clever Protagonist, Army Building, Kingdoms, Power Struggle, Knights, Politics, Medieval, Modern Knowledge, Cunning Protagonist, Manipulative Characters, Weak to Strong, Artifacts, Skill Assimilation, Slaves, Elves, Fantasy Creatures, ",4.8,137
I Fell into the Game with Instant Kill,Gyaol,"I fell into a game world out of nowhere with an instant kill skill.And then somehow, I became a bigshot.","Action, Adventure, Comedy, Fantasy, Mystery, Calm Protagonist, Cheats, Clever Protagonist, Conditional Power, Demi-Humans, Demon Lord, Demons, Depictions of Cruelty, European Ambience, Fantasy World, Game Elements, Handsome Male Lead, Kingdoms, Loyal Subordinates, Lucky Protagonist, Magic Beasts, Male Protagonist, Manipulative Characters, Misunderstandings, Multiple POV, Overpowered Protagonist, Politics, Schemes And Conspiracies, Special Abilities, Sword And Magic, Transmigration, Transported into a Game World, Unreliable Narrator, Vampires, Weak to Strong, World Tree, ",4.0,284
Walker Of The Worlds,Grand_Void_Daoist,"Lin Mu was an orphan living in a country town. Having no knowledge of cultivation, he was a common peasant. This was until he discovered a mysterious ring stuck in a tree.Wearing it, a new world opened up to Lin Mu. The world of cultivation!The ring bestowed Lin Mu with the ability to cultivate while also giving him the ability to manipulate space.Snatching treasures, exploring unknown realms, looting secret grottos, everything was possible with the ring.Witness Lin Mu as he learns his purpose in life, finds his destiny, meets impeccable experts and beings.Watch him as he learns the truth of the cosmos, and becomes its saviour!Tags: #weak to strong#Beast taming#Beast companions#Monster Master#World Exploration#NO YOUNG MASTERS#NO HAREM-----Old Synopsis:Lin Mu was a common boy living in a small town, ostracized by the townsmen because of a mistake he made during the harvest, his house seized to compensate for it. Forced to fend for himself in the outskirts, he finds a rusty ring embedded in the tree where he always used to play as a child.Witness his story as the mysterious rusty ring changes his destiny forever, opening him up to a world he would never have experienced, people he would have never met, and powers he would have never had.Instagram: grand_void_daoist--------------------------------------------Support the author:https://paypal.me/GrandVoidDaoisthttps://www.patreon.com/GrandVoidDaoist--------------------------------------------Join the discord-https://discord.gg/fkTbUfBRsH","Eastern Fantasy, Action, Adventure, Drama, Xuanhuan, Comedy, Action, Xianxia, Adventure, Cultivation, Beast Companions, Body Tempering, Male Protagonist, Weak to Strong, Demons, Bloodlines, Hidden Abilities, Unique Cultivation Technique, Fantasy World, Body Swap, ",3.8,229
RE: My Dragon Girlfriend In The Dragonic Apocalypse,invayne,"An invasion like no other.Dragons destroying everything in sight.A new world rising from the ashes.Blake lived through it all before he died, but now he was back, back to the time before things had ever happened.A strange place with a strange girl....Blake had no idea how it happened, but he suddenly had one of the enemies of mankind, a dragon girl, as his girlfriend.--Extra Info--Yuri tag is for his wives. Everyone in the harem will love each other.Extra tag: NO NTRShow your support and buy me a coffee or join pat-reon!https://ko-fi.com/invaynehttps://www.pat-reon.com/invayne (take out the ‘-’ in the address. Webnovel censors the word pat-reon)","Fantasy, Action, Harem, Supernatural, Yuri, R-18, Harem, Overpowered, Apocalypse, Weak to Strong, Evolution, Beautiful Female Lead, Male Protagonist, Overpowered Protagonist, Dragons, Second Chance, Transformation Ability, Vampires, Non-human Protagonist, ",3.0,758
Reincarnated With A Summoning System,Aoki_Aku,"Being sucked into a fantasy world that nobody leaves doesn't sound half bad to Cain. He was a high school dropout with a drinking problem, living off disability due to his poor health, so it's not like he had much to lose except a few faithful friends he didn't talk to enough.After a long night of drinking, Cain wakes up looking at what he believes to be the character creation screen of one of his beloved virtual reality games, but with no recollection of having purchased it. His unwitting choice to use the Random Character Creation option, unaware that the choice would be irreversible, sends him into this new world as a Puppet Master, a Summoning based class nobody else in the starting zone has ever heard of.But as he soon realizes, this is no game, him and hundreds of others have been brought to another world with no instructions, no clear goals and no way home. It's a second chance to live a good life, but what will Cain be able to make of it?","Fantasy, Action, Adventure, Romance, Reincarnation, System, Adventure, Action, Romance, Overpowered, Evolution, Male Protagonist, Weak to Strong, Level System, Special Abilities, Fantasy World, Summoning Magic, ",3.6,472
Void Evolution System,Crocs_is_Dead,"5 years ago, Earth was subject to an event now known as the “World Awakening”.At that time, the world completely changed. Mana awakened in the world, gates began opening, and a holographic screen showed up in front of the eyes of every human that outlined their “status”.Each individual was given a talent to start with, ranging from simple abilities like enhanced eyesight to insane fantasy stuff like pyrokinesis.And within this myriad of abilities, Damien awakened a spatial affinity with the skill “short-distance teleportation”.At first, he was excited, thinking about intense battles and gaining great power, but the reality was quick to shoot him down.His ability only worked in the area 10 meters around himself, and his physical stats were insanely weak, leaving him tired after using his ability a couple of times.Disillusioned by his weakness, Damien lived a quiet life doing anything he could to meet ends meet, until one day, everything changed.Damien was betrayed and thrown into a gate, left to fend for himself in a labyrinth of beasts.Something snapped in him that day. He refused to stay weak and keep his head down any longer.When he emerged from the darkness, he found himself in a new world with no idea how to return to earth.However, he wasn’t the same kid he was when he first fell.","Fantasy, Adventure, Harem, Supernatural, System, Evolution, Harem, Adventure, Romance, Action, Male Protagonist, Monsters, Weak to Strong, Time Skip, Modern Day, Spatial Manipulation, Alternate World, Game Elements, Special Abilities, Hunters, Apocalypse, R-18, Interdimensional Travel, World Hopping, ",3.3,196
Son of the Hero King,Hikaru Genji,"He was once a simple boy, drifting aimlessly along with the flow of the world. But one day, he awakened to find himself being different from his usual self, finding himself now hosting the body of a newborn.He had been reincarnated, that too as the sole prince and heir of the human empire. Now living in a world of sword and magic, filled with fantastical beasts, demi-humans, divine beasts, Goddesses and so much more. Life finally seemed to take a turn for the better for the reincarnated boy.However, as always, reality had its cruel ways of disappointing him. His parents died shortly after his birth in a war to save humanity, subjecting him to the life of an orphan. All the people vying for the throne turned against him, looking for any and all opportunities to kill him, the last living heir to the throne. Fortunately, he had his aunt, his last living family, who helped protect him by becoming the acting queen but this came with the price of being holed up in his palace till his ‘awakening’ which would enable him to defend himself and survive in this cruel world…Witness his tale of struggle, of valor, of love, of lust as he goes against his fate and destiny and embarks on a path that would lead him to the very center of the conflict, of the mystery, of the truth that spanned since the very creation of this world.---The one on the cover is Ambrosia.----My Amazon Link---> https://www.amazon.fr/dp/B0BS3NTVP7/ref=mp_s_a_1_1?qid=1673515509&refinements=p_27%3AHikaru+Genji&s=digital-text&sr=1-1&text=Hikaru+Genji(Book 1 on amazon goes from Vol 1 to Vol 3)Patreon: https://www.patreon.com/HikaruGenjiDiscord: https://discord.gg/CevcNQTPgTTwitter: https://twitter.com/REDLAW20Link to my editor if you want to give some tips for the beautiful work: https://www.buymeacoffee.com/LonelyParadox","Fantasy, Action, Harem, Mature, Ecchi, Comedy, Supernatural, Adult, Smut, Harem, Magic, Action, Handsome Male Lead, Male Protagonist, Weak to Strong, Demons, Dragons, Sexual Cultivation Technique, Alternate World, Loli, Threesome, Antihero Protagonist, Netori, Kingdoms, Absent Parents, Complex Family Relationships, Childhood Love, God-human Relationship, BDSM, R-18, Yandere, Incest, An*l, ",4.3,108
Reincarnated With The Van Helsing System,Barion_Trident,"Many people wish to be transported to another world, beautiful women, supernatural powers, adventures and the list continues.But what happens when you are born in a place where almost everyone see you as a tool, which turned out to be useless for their purposses.Falling into the depths of despair after losing what he cared for the most, the unmistakable sound of a notification changed his destiny and the one of all the planes of existence, but was it for the good... or not?""The host's current body is too shitty for the system, physical reformation in progress"", ""physical reformation complete, as a one time reward for surviving the host might ask the system for a wish"".Follow Daimon on his journey through a world where the existences called ""Gods"" are only higher ranked mages.------------------------------------If You like monsters folklore and cute girls then be my guest-----------------------------------The cover is not mine, so all the credit for the right owner-----------------------------------The story will have a lot of dark elements so if you don't have stomach for that then I suggest you to leave, oh also i'm quite a pervert myself so be prepared for that (NO NTR).----------------------------------Finally, enjoy the story and if you like it please do support me with your golden tickets, power stones and reviews they will help me a lot.","Fantasy, Harem, Adventure, R-18, Harem, Reincarnation, System, Cultivation, Magic, Overpowered, Academy, Adventure, Dark, ",4.0,610
Harry Potter: Dimensional Wizard,LazySageDao,"Edward was reincarnated into the world of Harry Potter, an act which excites him giving the fact that this was one of his favorite books. So, he embarks on the path of wizardry in the hope of discovering the way it works, the laws or theories that govern it; he wanted to find its essence.When Edward finally uncovers the answers to the question he pondered on, he suddenly thought to himself: «Since the world of Harry Potter is real, what about all the other anime, movies, games, and books that I read from my past life? And if they are indeed real, how I can I get there?»***This story is an Infinite Stream novel where the mc travels through different anime and movie worlds acquiring various magical abilities and knowledge in order to become a supreme wizard that stands on the top of countless dimensions and universes.Warnings: The MC will spend a great deal of time in the Harry Potter World before going to other worlds.I have not decided whether the [Curse Child] is canon or not. I do not care what JK Rowling said.Although this fanfic will be a Harem, the mc will not have a thousand women. Most likely, I will write so that he has a certain relationship with some female characters, then he will leave her in her own universe. Only a few will follow him in his journey. Also, a few men will also be in his group. THIS IS NOT A YAOI.If you enjoy my writing, please go read my other novel. [Journey of the Fate Destroying Emperor] Although the story is slow in the beginning, it is worth the wait for the later plots.","Action, Adventure, Fantasy, Harem, Fanfiction, Bloodlines, Dark, Eidetic Memory, Elemental Magic, Human Experimentation, Magical Technology, Protagonist Strong from the Start, ",4.1,533
"Player who Returned 10,000 years Later",Butterfly Valley,"One day he suddenly found himself in hell.All he had was the desire to live and a predation ability.From the first to the ninth thousand circles of hell, he absorbed dozens, hundreds of thousands of demons.Even the seven great dukes of hell bowed down before him.– Why would you wish to go back? Doesn’t his highness have everything that’s in Hell?– What do I have?Nothing to eat, nothing to enjoy!The only things in Hell are the barren lands and terrible demons!“I’m going back.”After ten thousand years he returns to Earth.","Action, Adventure, Comedy, Fantasy, Harem, Romance, Ability Steal, Adapted to Manhwa, Alternate World, Antihero Protagonist, Appearance Different from Actual Age, Beast Companions, Beautiful Female Lead, Calm Protagonist, Clever Protagonist, Cooking, Cunning Protagonist, Demon Lord, Demons, Dragons, Elves, Game Elements, Gate to Another World, Goblins, Gods, Half-human Protagonist, Hiding True Abilities, Hunters, Interdimensional Travel, Lack of Common Sense, Level System, Loyal Subordinates, Magic, Male Protagonist, Mind Control, Modern Day, Monsters, Multiple Realms, Orphans, Overpowered Protagonist, Pets, Polygamy, Protagonist Falls in Love First, Protagonist Strong from the Start, Returning from Another World, Reverse Rape, Ruthless Protagonist, Sealed Power, Skill Assimilation, Special Abilities, Strong to Stronger, Succubus, Tsundere, Yandere, Acting, Dungeons, Hell, Schemes And Conspiracies, ",4.2,226
Rebirth of the Nameless Immortal God,Awespec,"Earth has undergone an odd change. Expanding by millions of times its original size, its population was suddenly split into two halves.On one side, there was a group of technologically advanced humans. But, on the other, a world of cultivation had grown and pospered.The secrets that led to this change have been hidden in the darkness for too long... Until there came a day where a boy born on the Mortal side of the world was found to have the talent to enter the Martial side. Having lost both of his parents to a hidden tide, he chose to leave all that he had known behind and enter this land of danger.What truths would he unveil? What would he learn about what separated the Mortals from the Cultivators? What hidden evils wanted to ensure that his people never rose up and gained power? And how would those evils... deal with him?----This list of things I hate is quite long.The first is that I hate to be tested the most.The second is that I hate to be tested the most.The third also happens to be that I hate to be tested the most.The ocean's depths are too shallow, the sun's light too dim, the ground too mundane and the skies too small. For those born of this colorless world to deem themselves worthy of casting judgement on me... I can only say that it's laughable.I am the Nameless Immortal God because even the Heavens themselves are unworthy to name me. Even while I am unaware of my own identity, I will dry the oceans until cracked land is all that is left, I will cast the sun into endless darkness, I will shatter the ground with my feet and sunder the skies with my blade.Am I too arrogant? What right do you have to think that?","Martial Arts, Action, Fantasy, Harem, Romance, Xuanhuan, R-18, Harem, Romance, Overpowered, Cultivation, Reincarnation, Weak to Strong, Arrogant Characters, Cautious Protagonist, Immortals, Male Protagonist, Overpowered Protagonist, World Travel, Confident Protagonist, ",3.9,224
Lightning Is the Only Way,Warmaisach,"With a father as strong as the highest heavens themselves, Gravis wasn't required to step into the cold and ruthless world of cultivation.But when Heaven used him in a scheme to get back at his father, Gravis realized that he needed strength to gain true freedom.As long as he remained his weak self, he would always remain beneath Heaven’s oppression. Only true power brings true freedom.To gain strength, Gravis ventured into the lower worlds to start his cultivation under true life and death tempering.Only a strong will, which had been forged in striving for every resource available, would allow him to reach the peak.Heaven’s strongest weapon was Lightning of Divine Punishment, and only if he made this weapon his, would he have a chance.So, to overthrow Heaven,Lightning Is the Only Way!Yet, the path to power is painful.Not everyone reaches the peak.But Gravis will!No matter how much pain he feels along the way!-- There will be 2 chapters a day --Thanks go to Noel, Raikyodeus and Chaotic_Luck for Proofreading!Cover by: digitalrowye","Eastern Fantasy, Action, Adventure, Fantasy, Martial Arts, Xianxia, Cultivation, Action, Adventure, Monsters, Gods, Male Protagonist, Weak to Strong, World Travel, Special Abilities, ",4.4,65
MMORPG: Rise of the Primordial Godsmith,TrueDawn,"Regret filled Valyr as he witnessed Earth before him crumble into nothingness. Although he and the others had done everything they could, their efforts were all for naught as they stood powerless to stop the inevitable, causing billions upon billions of innocent lives to perish in the cold and unwelcoming darkness of space.Indignant at the outcome, Valyr asked the heavens above to give him a second chance, a chance wherein he would make sure the inevitable didn’t happen. Though he knew that the likelihood of it happening was slim to none, surprisingly…The heavens answered.Opening his eyes, he swiftly found out his wish had been granted, in more ways than one at that. Not only was he brought back to the time where everything had yet to unfold, he was also reborn as an NPC in the game where everything started and everything ended.The True Immersion VRMMORPG, Greater Beyond.Utilizing his newfound advantages, in conjunction with his knowledge of the game and its various versions from his previous life, Valyr was going to make sure that what happened before wouldn’t happen again. And all of that began…With him picking up the Blacksmith class.----------------------------------Goals:Reach Top 80 in PS ranking - 1 extra chapterevery 500 GT - 1 extra chapterRelease rate: 14 ch/wk. (bonus chapters currently in hiatus, still recording how many I owe though!)---------------------------------Join the Greater Beyond server:https://discord.gg/FU7fdYwaau","Video Games, Action, Adventure, Action, Adventure, System, Reincarnation, Evolution, Weak to Strong, Level System, Video-Game Elements, ",3.4,209
MMORPG: Rebirth as an Alchemist,MiuNovels,"For the sake of his family, Ren embarked on the popular VRMMORPG, COVENANT, that used real-time in-game currency. But being a mediocre player who only knows how to gather information, he was put in a supporting role.As the game explodes in popularity and every multibillion-dollar company invested in the game, things have turned for the worse for Ren. Due to the amount of information he gathered, the cheats, secrets, quests, and bugs he discovered, he was silent in fear of selling the information to the other guilds.But given a second chance, he went back in time when his father was still alive and COVENANT was just in its starting phase.This time . . . he wouldn’t be that guy on the side who gathered information from day in and day out for ten years.Equipped with the games knowledge he accumulated, he will become . . . an Alchemist!Chrono Mage? Djin Master? Summoner? Necromancer?Chaos Lord?What good are those?Sure they’re powerful and rare classes and sought after by guilds, but it’s the alchemist who forged artifacts and concocts rare items and potions that gets the most coins at the end of the day!It was better than being a blacksmith or a crafter! Plus, he could use all sorts of magic without limit to race and class!It was the ultimate class! And no one even knows it!","Video Games, Action, Adventure, Fantasy, Romance, Romance, Reincarnation, Academy, Magic, Overpowered, Action, Adventure, Alchemy, Male Protagonist, Weak to Strong, Overpowered Protagonist, Guilds, Level System, Modern Day, Virtual Reality, Second Chance, Gamers, ",2.4,760
Leveling Endlessly with the Strongest System,Crimson_ink,"Roy died in an unfortunate accident.He thought that was the end.But unfortunately for him, God didn't have a place for him in heaven, and the devil didn't want him in hell either.So he ended up in the body of a famous count's third child, who his entire family neglected.The world was exactly the same as the one in the novel he had read the day before he died.The person whose body he had come to possess had the same name as him but wasn't mentioned in the novel because he had died two years before the forces of chaos invaded the county.That meant, while Roy was alive in this new body, two years later, he would die, ripped apart & eaten by a monster.He needed strength to survive the future events, but unlike the protagonist of Stallion novels, he didn't have a golden finger![You've gained 1 EXP]It was only after unintentionally stepping on a bee Roy realized that he possessed a golden finger!And this golden finger might be his key to becoming the strongest!","Fantasy, Action, Adventure, Supernatural, System, Evolution, Action, Reincarnation, Adventure, Survival, Male Protagonist, Weak to Strong, Level System, Game Elements, Transported into a Game World, Isekai, ",3.5,507
Primordial 'Dual Cultivator' Dragon With System,JosieGan,"Ling Yun was the son of a wealthy businessman. But one day, his mother finds out that her husband is having an affair with his secretary. And after that she decided to divorce her husband, but at that time she did not realize that she was pregnant with Ling Yun.After learning about her pregnancy, she decided to move to another city. And since then, their lives have been up and down. Because of the economic crush, and also his mother's health was getting worse.He decided to take the 'Dark' path, which led him to near death. But just as Ling Yun was nearing his end, he heard a little girl's voice asking him.""Do you want to live?""Tags : Drama, Romance, Big Harem, Incest, Dual Cultivation, Multi Race and world, Weak to Strong, Slow Plot At Beginning, Kind and Smart MC, Cruel Mc","Fantasy, Action, Adventure, Harem, Romance, Harem, System, Romance, Cultivation, Adventure, Action, R-18, Weak to Strong, ",3.1,252
Last Egg: Reincarnated as a Dragon in a Game,AnonymUser,"MC: I am a dragon? Cool!Also, MC: Wait, most of the dragons died after centuries of being hunted for their expensive materials, and when beings called players descended with their powerful systems and immortality, they hunted down rest of them ... and I am the last one... I am fucked!!!-------------------------------------------------Join our MC, a former player on his journey not to become a legendary rank item, in a world of the game that he used to play.-------------------------------Release schedule: 1 chapter each dayBonus chapter goals: 500, 800, 1111-----------------------------------------Official discord: https://discord.gg/pWfgFHwvh4","Fantasy, Action, Adventure, Evolution, System, Reincarnation, Magic, Sword And Magic, Weak to Strong, Overpowered Protagonist, Dragons, Game Elements, Antihero Protagonist, Gamers, Reincarnated as a Monster, Non-human Protagonist, ",3.9,612
Reincarnated as an Imperial Prince,SorryImJustDiamond,"A scientific genius named Thomas Harrier was transmigrated to an imperial prince body after a car accident that took his life. He found out that he is in a world similar to our own with a timeline akin to early twentieth century. The body that he is occupying was the imperial prince of a failing empire who suddenly rose to power after a successful assassination attempt of his father. Unaware that the attack is just the beginning of what is to come. He faces many challenges throughout. Will Thomas Harrier be able to live his second life in peace while running an empire and getting it back to its former glory? Or will he succumb into a conspiracy lurking within the country's borders?Expect some:Cold war era techs.Super battleship with advanced electronics, propulsion, and fire control systems?Helicopters?Missiles?Modern medicines and equipment?AC-130?A nuke?Challenger or Abrams or Leopard?F-4 Phantom or MIG-21?Colored TV's.Everything!!!Donation link: https://ko-fi.com/sorryimjustdiamondPS. Cover not mine, I just found it on google. If you are the owner and want me to take it down, then you can reach me in the comment section.","Action, Romance, Slice of Life, Historical, Reincarnation, Transmigration, Historical, Action, Romance, Beautiful Female Lead, Genius Protagonist, Male Protagonist, Weak to Strong, Kingdom Building, Alternate World, Army Building, Domestic Affairs, Modern Knowledge, Technological Gap, Schemes And Conspiracies, ",4.2,461
I Will Kill The Author,Night_Crawler619,"""In this world, morality is but a thin line away from depravity, and the most captivating tales are often shrouded behind the veil of insanity.""____________________I was just an ordinary guy, living a dull and unremarkable life as an editor.But when a maniac author killed me for rejecting his novel in a writing competition, I reopened my eyes in a modern fantasy world.""Hmm? Wait, this world….""But fate, being a prude little bitch, played a twisted joke on me.I reincarnated into the very same novel that I rejected for the competition award, written by the very same author who killed me for it.Not only that, but I transmigrated into the body of a disowned noble named Lucas Morningstar.Lucas was a minor antagonist in a novel who served as a stepping stone for the protagonist and their allies.Arghh….Of all the people, I just had to be reborn as someone who was despised by the main characters the most at this point in the story?B-But hey, with my knowledge of the future and understanding of the main characters, I can at least live an easy life!Right...?""Yeah, I can work with this!""Or so I thought until I remembered the ending arcs of the book.This world is destined for doom!And not so long after, I started to realize that the novel and the world I transmigrated into might not be as similar as I had originally thought….=================[Disclaimer: Caution while reading is advised. Tighten your seatbelts and brace yourself for a bumpy rollercoaster-like journey. Don't blame the Author if you fall from your seat while reading a plot twist. Thank you.]____________________AN: MC is NOT a villain, so don't expect one.*The MC will seem a little bit (ok let's be honest, more than a little bit) foolish in the first 30-35 chaps but don't be fooled. I ask you to read till first 50 chaps before deciding to trash-talk the MC because that's where his borderline psychopathic strategist personality starts to surface.____________________Discord: Night Crawler #4428____________________","Fantasy, Romance, Action, Adventure, Romance, Action, Adventure, Academy, System, Transmigration, Magic, Antihero Protagonist, ",4.2,204
"I Stayed At Home For A Century, When I Emerged I Was Invincible",Halfway Breeze,"Chu Xuan transmigrated to a fantasy world and became the young master of a powerful family. He was rebuked for misbehaving just because he sneezed during a banquet. As punishment, he was banished from the ancestral mansion and was relocated to a remote residence.He did not mind the punishment at all. He just needed a spot that could allow him to be a shut-in. With the system that would allow him to grow stronger by being a shut-in, the longer he stayed indoors, the more powerful he became.After being a shut-in for a day, he was rewarded with the Indestructible Body Technique.After being a shut-in for a month, he was rewarded with the Immovable Mountain Technique.After being a shut-in for a year, he was rewarded with the Yuxu Celestial Scripture and 100 years of cultivation.After being a shut-in for 10 years, he was rewarded with the Chaotic Indestructible Body and the Bell of Chaos.…Chu Xuan declared, “No one can make me leave my home. I like being a shut-in!”","Eastern Fantasy, Action, Adventure, Fantasy, Xuanhuan, Comedy, Cheats, Cultivation, Cautious Protagonist, Fast Cultivation, Genius Protagonist, Male Protagonist, Hiding True Identity, Multiple Realms, Overpowered Protagonist, Teachers, Sudden Strength Gain, Transmigration, Master-Disciple Relationship, Master-Servant Relationship, Mythical Beasts, Mysterious Family Background, Adapted to Manhua, Beasts, Accelerated Growth, Strong to Stronger, Mind Control, Schemes And Conspiracies, Low-key Protagonist, System, ",4.2,233
My legendary class is Husband Of Deathwill Sisters?!,Sixth,"His legendary class is The Husband Of Deathwill Sisters!While other players went through common quests to get their classes, Alex started by getting a legendary class: Husband Of Deathwill Sisters! He got three beautiful wives from the start and the legendary castle!What would his girlfriend and friends say about this once he reveals his class to them?And what about Deathwill Sisters? What is their plight, and why would they suddenly get a husband?","Video Games, Action, Adventure, Fantasy, Harem, Romance, Comedy, Mystery, Harem, Romance, System, Adventure, Comedy, Action, Mystery, Beautiful Female Lead, Male Protagonist, Polygamy, Weak to Strong, Virtual Reality, R-18, ",3.7,695
MMORPG : Rebirth Of The Strongest Vampire God,Raj_Shah_7152,"In the year 2100 humanity was introduced to the revolutionary full dive VR game called 'Omega', however, the game was not a technology made by humans but one granted to humanity by a higher power to prepare them for the first awakening.It was only a tutorial and a means to smoothly transition the primitive species from thinking that they were alone in the entire universe, to being integrated into the true wide universe.When the average user level in the game exceeded the predetermined threshold the tutorial finally ended and planet earth underwent a catastrophic event called the 'First Awakening ', as mana started to flow freely in the real world as it did in the virtual world and the real universal stage game called 'Sigma' was unveiled.'Sigma' was governed by the omnipotent A.I. the universal queen, and was the grand stage where races from all across the universe fought together for territory, resources, and honor.Set in a universe where fantasy races such as elves, dragons, and vampires are not a myth but real power players, humans quickly found out that they were one of the weakest races to play 'Sigma'.In such desperate times, humans turned to their best professional players for salvation.--------------Max, was a genius in the world of Omega and deemed the hope of mankind after the first awakening. However, an accident crippled his mana veins and caused him to be assessed as a manaless trash in Sigma!Deemed hopeless and irredeemable, he quickly went from hero to zero, and the world ignored him.For ten years since the first awakening, he lived the life of a manaless trash and became a bottom feeder in society, slowly losing his pride, his possessions, and eventually his identity.In the end, he faced a tragic and painful death while failing to save his young nephew and niece from assailants.However, it was not the end of Max's story but just the beginning as he was reincarnated back in time to the day before the first awakening before his downfall started!Armed with the knowledge of the future, watch as Max reaches for the apex in his second life and fights against his destiny with grit and tenacity.-------My other works - MMORPG: Rebirth Of The Strongest Guild MasterRise Of The Dragon EmperorDiscord id :- Raj_shah_7152#3385discord link :- https://discord.gg/KJtRdwcW94Support me on patreon - https://www.patreon.com/Raj_Shah_7152( cover is mine, use it and I will sue you )","Video Games, Action, Adventure, Harem, Comedy, Supernatural, Harem, Apocalypse, Action, System, Overpowered, Reincarnation, Adventure, Comedy, Male Protagonist, Weak to Strong, Overpowered Protagonist, Artificial Intelligence, Virtual Reality, Elves, Transmigration, Second Chance, Vampires, ",3.5,401
My Wife is the Asura Empress,thewhitesnow,"[One of the Best Harem Stories on WN][#WPC320 #Villain_Theme Winner][Read only if you want a great plot, sweet romance, and a perfect harem without any forced development.][This novel is not one where the MC rules the plot and grows alone. The story belongs to both the MC and his spicy harem (girls).]Enter a world of magical beasts, where humanity fights for survival against an alien race.After losing a war against the nefarious Dhovrix, humans make a breakthrough in technology and discover a portal to the Land of Asuras, where they can acquire superhuman skills by defeating magical beasts.With the Dhovrix threat still looming, Rio, a 16-year-old boy, is sent to Asuras to become strong. But fate has other plans for him, and he finds himself walking a path that leads him to marry the Asura Empress and turn against his own kind.Will he choose to fight for the humans who raised him or embrace a powerful new destiny alongside his Asura bride?Embark on an epic journey with Rio and discover where his loyalties lie in this thrilling tale of power, love, and sacrifice.","Fantasy, Action, Adventure, Harem, Romance, Comedy, Mystery, Supernatural, Harem, Romance, Adventure, System, Comedy, Magic, Mystery, Cultivation, Beautiful Female Lead, Male Protagonist, Sword And Magic, Wars, Futuristic Setting, Yandere, ",3.7,748
Outside Of Time,Er Gen,"Heaven and Earth serve as the guesthouse for all living things, with Time being the sojourner since time immemorial.As with the difference between dreaming and awakening, the distinction between life and death is diverse and confused, and changing.What awaits us beyond time, once we have transcended life and death, heaven and earth?Xu Qing’s world sank into deathly silence after the descendence of “God”. Master cultivators brought the human race and escaped the continent, and the remaining people struggled to survive. Every place that was met by “God’s” gaze had nearly all life forms wiped out.Young Xu Qing was lucky enough to survive. But in a world where ferocious beasts roamed and infighting was rampant within the human race, it was difficult to survive.“If cultivation doesn’t give me the power to fight against God, then I shall become God myself!”This is a story of how a human teenager became a god, step by step, to survive","Action, Adventure, Fantasy, Xianxia, Alchemy, Ancient Times, Antihero Protagonist, Artifacts, Beasts, Calm Protagonist, Character Growth, Cheats, Cold Protagonist, Cultivation, Dark, Death of Loved Ones, Determined Protagonist, Gods, Gore, Hard-Working Protagonist, Hunters, Male Protagonist, Mysterious Family Background, Pill Concocting, Poisons, Post-apocalyptic, Revenge, Ruthless Protagonist, Strength-based Social Hierarchy, Weak to Strong, Comedic Undertone, Dao Comprehension, ",4.6,40
