Title,Author,Summary,Categories,Tags,Rating,Rank,Chapters
Dungeon Maker,Chwiryong,"When I was 15-years-old, during the year that I graduated from middle school, my father told me this.“The Devil’s blood runs in our family.”That was the truth. Sadly my father was the owner of a takeaway chicken shop with the talent of turning his eyes blue, and I was the son of the takeaway shop who just happened to be slightly stronger than others.But five years later.They came for me.","Action, Adventure, Comedy, Fantasy, Harem","Beautiful Female Lead, Clever Protagonist, Cunning Protagonist, Demons, Domestic Affairs, Dungeon Master, Dungeons, Elves, Evolution, Fantasy World, Game Elements, Hard-Working Protagonist, Loyal Subordinates, Magic, Male Protagonist, Merchants, Monsters, Orcs, Seven Deadly Sins, Spear Wielder, Special Abilities, Succubus, Weak to Strong, ",4.7,954,288
The Great Mage Returns After 4000 Years (Web Novel KR),Naghasan,"The worst student of Westroad Academy. The disgrace of the Blake House. A new soul enters the body of Frey Blake, who couldn’t overcome his miserable life and chose death instead. “What’s with this body? I’ll have to work on tuning it from scratch.” The Great Mage Lucas Traumen, with the body of Frey Blake, gains a chance at revenge!","Action, Adventure, Fantasy, Harem, Martial Arts, Mystery, Romance, Shounen","Academy, Adapted to Manhwa, Beasts, Bullying, Calm Protagonist, Character Growth, Cruel Characters, Death of Loved Ones, Delinquents, Demons, Dense Protagonist, Determined Protagonist, Discrimination, Elves, Empires, Evil Gods, Fantasy Creatures, Fantasy World, Fearless Protagonist, Former Hero, Goddesses, Gods, Hiding True Abilities, Hiding True Identity, Magic Beasts, Magical Technology, Male Protagonist, Mature Protagonist, Mercenaries, Monsters, Multiple Identities, Mythical Beasts, Nobles, Past Plays a Big Role, Pirates, Protagonist Strong from the Start, Revenge, Schemes And Conspiracies, Second Chance, Strength-based Social Hierarchy, Strong to Stronger, Sudden Strength Gain, Sword And Magic, Time Skip, Transmigration, Underestimated Protagonist, Wealthy Characters, Cunning Protagonist, Golems, Royalty, Vampires, Handsome Male Lead, ",4.5,439,824
Paragon Of Destruction,TomVanDyke,"When Arran decides to become a mage, he quickly discovers that magic can be more dangerous than he had ever imagined. Soon, he finds himself hunted for powers he never knew he had.Helped by a mysterious mage with secret motives, he sets off on a journey to escape his enemies. But where will he run? And can he trust his helper?Pursued by mages and monsters alike, he knows there is only one true road to safety: to become stronger than his enemies!———Paragon of Destruction is classic fantasy with strong xianxia/xuanhuan influences, lots of action, and a variety of characters from different backgrounds.Release schedule: 1 chapter/day.Content advisory: strong violence, strong language, and some sexual content.",Fantasy,"Sword And Magic, Magic, Fantasy, ",4.5,986,419
"The Strong, The Few, True Cultivators on Campus",Đường Tiêu,"In order to live he must get close to girls, what kind of rule is this? Tang Zheng possess the Nine Yang Saint Body, a rare body constitution that is hard to come across within a millennium, yet he must absorb pure Yin energy to stay alive. In order to live, he will fight! Absolute campus belles, goddess teachers, charming housewives, haughty lolis… all kinds of woman walk into his life causing him to be surrounded by beauties!","Action, Ecchi, Harem, Martial Arts, Mature, Romance, School Life, Xianxia","Abandoned Children, Adopted Children, Alchemy, Arrogant Characters, Betrayal, Bullying, College/University, Cultivation, Determined Protagonist, Doctors, Forced Marriage, Gangs, Handsome Male Lead, Magic Formations, Male Protagonist, Modern Day, Older Love Interests, Organized Crime, Polygamy, Poor to Rich, Racism, Spirit Advisor, Student-Teacher Relationship, Weak to Strong, ",0.0,1240,309
Reborn: Space Intelligent Woman,ZerahNeko,"Revenge is the only thing she wants after knowing the truth.However, this revenge can satisfy her? Revenge for the man and woman that betray her in her past life is not worth it."" Wait, where am I? What's this place?"" She asks."" This is your space and I'm your guardian."" A little boy answer.With this space, she climbed higher in this life. At the same time, someone reaches her hand and said that he will help her. To protect what she needs to protect.***This story development is very slow.***The cover image for this novel is not mine. I just edit it. All credit goes to the artist that draws it.","Romance, Fantasy","Female Lead, Romance, Fantasy, R-18, face slapping, Modern, Medical Knowledge, Reincarnation, ",3.5,431,2137
Return Of The Devil's Son,JasmineJosef,"He is back! This time fiercer, faster and stronger, with only one thing in mind. Revenge!Prince of Darkness, Son of the Devil, Lucian is back and he has only one thing on his mind. Revenge! That's until he meets her. A woman who entices him beyond reason, but who also claims to be his wife. Surrounded by dark secrets and powerful enemies Lucian must decide who to trust and who to destroy.After getting her heart broken once Klara vowed never to fall in love again. But when her brother tries to force her into a marriage and the annoying but wickedly handsome Roshan rescues her, things get difficult.Can she protect her heart from the man whose touch sets her body aflame? Or will she surrender to her desire and risk her heart once again?*Sequel to Married to the Devil's son*",Romance,"Handsome Male Lead, Fantasy, Revenge, Mystery, Demons, Romance, Arranged Marriage, Devil, Historical, ",5.0,1191,63
Path to Heaven,Innocent,"Wei Suo, a low level cultivator from the Spirit Peak City was scammed in a transaction. He ended up purchasing a damaged low level magical treasure. However, this worthless damaged magical treasure had an artifact spirit that already lived for several tens of thousands of years… On top of that, compared to several tens of thousands of years ago, many of the rare and sparse things were abundant now.The first thing Wei Suo discovered was that the materials used to make a Fire Talisman that was worth half a Low Quality Spiritual Stone were extremely abundant now.","Action, Adventure, Fantasy, Harem, Martial Arts, Mature, Xuanhuan","Arrogant Characters, Artifacts, Average-looking Protagonist, Beast Companions, Beasts, Beautiful Female Lead, Body Tempering, Calm Protagonist, Cautious Protagonist, Character Growth, Comedic Undertone, Crafting, Cultivation, Cunning Protagonist, Dragons, Enemies Become Allies, Enemies Become Lovers, Fast Cultivation, Friendship, Guilds, Heavenly Tribulation, Insects, Lucky Protagonist, Magic Formations, Male Protagonist, Money Grubber, Monsters, Older Love Interests, Or*y, Perverted Protagonist, Phoenixes, Pill Concocting, Polygamy, Poor Protagonist, Poor to Rich, Rape Victim Becomes Lover, Romantic Subplot, Rape, S*xual Cultivation Technique, Shameless Protagonist, Spirit Advisor, Strength-based Social Hierarchy, Time Skip, Underestimated Protagonist, Weak to Strong, Adapted to Manhua, ",0.0,1203,322
Rebirth of the Supreme Celestial Being,Bing Tang Lian Zi Geng,"The genius cultivator Lin Xuanzhi didn’t let down the world in his past life, yet he only betrayed a single Yan Tianhen.It was only when he had been backstabbed and killed by his closest friends, teacher and fellow disciples that he knew what kind of unforgivable crimes he had committed.After he gained the huge opportunity for rebirth, the Lin Xuanzhi who had climbed back up from hell swore to cherish the person that he had betrayed in his past life.","Adventure, Romance, Xianxia, Yaoi","Alchemy, Beast Companions, Betrayal, Calm Protagonist, Clever Protagonist, Crafting, Cultivation, Demons, Devoted Love Interests, Doting Love Interests, Doting Older Siblings, Handsome Male Lead, Misunderstandings, Mpreg, Multiple POV, Multiple Realms, Mysterious Family Background, Overprotective Siblings, Past Plays a Big Role, Second Chance, Seme Protagonist, Siblings Not Related by Blood, Slow Romance, Artifact Crafting, Black Belly, Character Growth, Clingy Lover, Dao Companion, Demonic Cultivation Technique, Destiny, Incest, Multiple Reincarnated Individuals, Mythical Beasts, Necromancer, Past Trauma, Phoenixes, Possessive Characters, Power Couple, Previous Life Talent, Prophecies, Reincarnation, Schemes And Conspiracies, Sharp-tongued Characters, Time Skip, Tragic Past, Ugly to Beautiful, Unconditional Love, Younger Love Interests, Rape, ",5.0,906,783
My Vampire System (WN),JKSManga,"The human Race is at war with the Vicious Dalki and when they needed help more than ever, THEY started to come forward.Humans who had hidden in the shadows for hundreds of years, people with abilities.Some chose to share their knowledge to the rest of the world in hopes of winning the war, while others kept their abilities to themselves.Quinn had lost everything to the war, his home, his family and the only thing he had inherited was a crummy old book that he couldn’t even open.But when the book had finally opened, Quinn was granted a system and his whole life was turned around.He completed quest after quest and became more powerful, until one day the system gave him a quest he wasn’t sure he could complete.""It is time to feed!""""You must drink human blood within 24 hours""""Your HP will continue to decrease until the task has been completed""","Fantasy, Action, Sci-fi","System, Evolution, Vampires, Magic, Game Elements, Action, RPG System, Weak to Strong, Sci-Fi, ",3.7,28,2545
The Sword Deity in Tokyo,Disciple Of A Demonic Cult,"Time travelling from the majestic era after the Recuperation of Reiki, he became Kimura Kazuki, a 16-year-old high school student in Japan, one year before the Reiki Recuperation.Tentatively, he set out to hone himself to the bone, burning candles at both ends to stockpile resources in preparation for the imminent Recuperation of Reiki. His goal was to be many steps ahead of all humanity when the time comes.However, it seemed like fate had decided to play a cruel trick on him.One year later, the Recuperation of Reiki… did not happen as expected.","Action, Fantasy, School Life, Supernatural","Apathetic Protagonist, Average-looking Protagonist, Calm Protagonist, Clever Protagonist, Cold Protagonist, Cultivation, Delinquents, Demons, Male Protagonist, Mature Protagonist, Modern Day, Poor Protagonist, Pragmatic Protagonist, Reincarnation, Ruthless Protagonist, Second Chance, Sword Wielder, ",5.0,1295,322
Immortal Devil Transformation,Innocent,"Sixty Years ago, one middle aged man brought a Qilin that looked like a pug and a mandarin duck that looked exactly like a duck, walking into the Imperial City of the Central Plains for the first time.That year, this middle aged man crossed the Mountains and Seas Ridge, passed through the Four Seasons Plain and walked into Qingluan Academy.Sixty Years later, Lin Xi sat on an old carriage, starting from Deerwood Village, he passed half the Yun Qin Empire and went straight north, going to Qingluan Academy…This is a story involving the honor of an Empire, of loyalty and betrayal, involving youth and hot blood, involving a young man with a different perspective of the world, and a strong cultivating academy.","Action, Adventure, Comedy, Fantasy, School Life, Supernatural, Xianxia","Academy, Cultivation, Demons, Male Protagonist, Multiple Transported Individuals, Schemes And Conspiracies, Time Manipulation, Time Travel, Transmigration, Archery, Beautiful Female Lead, Bloodlines, Calm Protagonist, Carefree Protagonist, Cunning Protagonist, Friendship, Handsome Male Lead, Marriage, Politics, Slow Growth at Start, Underestimated Protagonist, Unique Cultivation Technique, Weak to Strong, ",4.8,466,868
The Immortal's Poison,Cataclysmic Bean,"This is the story of the youth Wen Leyang, born into the family with an expertise in the cultivation of the Art of Poison.The enemy may not always be evil, and neither does someone evil necessarily be the enemy. However, one thing is certain. Wen Leyang is a frank and honest young man, a delightful hero who posseses a kind disposition towards any living creature.Learn about his journey as he embarks on an adventure of cultivating into an immortal.","Action, Adventure, Harem, Martial Arts, Xianxia","Cultivation, Male Protagonist, Modern Day, Poisons, ",1.0,1265,320
Reincarnated As A Fox With System (WN),godadi,"Reincarnated as a fox by mistake, Tang Li Xue got a system that can help her evolve and reach Deity hood as her compensation.In the vast immortal world full of powerful cultivators, demonic beasts, and mysterious spirits, how could Tang Li Xue survive as a fox?There's no other way, Tang Li Xue must continue to level up, to evolve, to regain her human form, and to become an overpowered fox deity that stands above all!Let's join Tang Li Xue on her journey to break pass all dangers and become stronger step by step!Volume 2 Synopsis:Tang Li Xue followed Xiao Hei into his Asura Demon Sect.Although Xiao Hei was the Asura Demon Sect's patriarch but everything actually was not as easy as Tang Li Xue's imagined it to be.Early chapters edited thanks to: Loeri-------------------------------------------Caution! This is the rare Evolution Novel with FEMALE LEAD and there will be romance with MALE LEAD but it will be slow.-------------------------------------------Tags: Reincarnation, System, Eastern FantasyWarning: The MC will progressively step by step from weak to strong, from stupid to wiser! So if you looking for OP MC that can kill all the bad guys with a single snort, eyes that can see far future, and mind smart enough to see through all deception then capable of fooling all kinds of antagonists then sorry, this story is not your cup of tea. Maybe near the ending later it will be, but just not from chapter 1!----------------------------------------------","Fantasy Romance, Fantasy, Romance, Comedy, Action","Reincarnation, System, Romance, Adventure, Evolution, Action, Comedy, Weak to Strong, Beautiful Female Lead, Cultivation, ",4.4,201,914
Lady Lin's First-ever Journey to Immortality,Bao Zhuang Cheng,"Lin Luoran is a 27-year-old girl from a rural family. She doesn’t have a college degree, let alone any money.After cheated by her boyfriend, Lin Luoran accidently finds a mysterious space in her heirloom. At first, she only tries to use the magical spring water in that space to grow medicines like ginseng to help out her family. However, Lin Luoran never thought that she would become the last female cultivator in the world.The family of cultivators have not been seen on earth for thousands of years. Lin Luoran strives to cultivate herself in the metropolis, to complete her first-ever journey to immortality.As for love… What will happen to Lin Luoran, a girl that is so different? Let’s open the book and find out.","Fantasy, Josei, Xuanhuan","Cultivation, Fantasy Creatures, Fantasy World, Female Protagonist, Gambling, Modern Day, Romantic Subplot, Beautiful Female Lead, Magical Space, ",3.0,1135,562
The Empress's Gigolo,Xiu Lijian,"In a world where its inhabitants can destroy a city wall single-handedly, the empress has a kirin as her pet, and the imperial palace of Great Xia has a pool containing a dragon. There is also a Sword Mountain where spirit swords occasionally leave in search of a master .Bootlicking the empress, Ren Baqian ascended to the apex of life.","Action, Adventure, Comedy, Fantasy, Martial Arts, Mature, Romance, Supernatural, Xuanhuan","Appearance Changes, Beasts, Beautiful Female Lead, Character Growth, Childcare, Clever Protagonist, Couple Growth, Court Official, Cultivation, Depictions of Cruelty, Economics, Empires, Engagement, Famous Protagonist, Firearms, Handsome Male Lead, Kingdom Building, Kingdoms, Love Interest Falls in Love First, Lucky Protagonist, Male Protagonist, Management, Marriage, Military, Modern Day, Modern Knowledge, Money Grubber, Personality Changes, Poor to Rich, Power Couple, Quirky Characters, Returning from Another World, Ruthless Protagonist, Shameless Protagonist, Slow Growth at Start, Slow Romance, Smart Couple, Strong Love Interests, Technological Gap, Transported to Another World, Tsundere, Unlucky Protagonist, Weak to Strong, ",4.0,818,951
Nanomancer Reborn - I've Become A Snow Girl?,Reili,"I'm captured? Fine, I can't help it since I can't move.Experimented on? At least give me some anaesthetic.I'm freed? Let me get some revenge.Want to plead for your life? Sorry, this miss here holds a grudge.I destroyed the lab so now let me explore this world freely.I somehow joined Mr Hero's party. Fine, he seems fun.""Aiya, how cruel. For the honour of being a hero you'd kill this missy huh?"" She smiled whilst bleeding out.""Che, you still have the mind to joke right now?"" He said with a glare.""What is life if not to enjoy every moment? Since I'm going to die and I can't avenge myself, I hope someone else does.""""No one will. You were the only one who was more powerful than I with your Nanomancy. Now with you out of th-""""Hush child. I'm trying to die in peace here.""""But I'm ol-!""""Ap! Good children don't disturb their elders.""""But yo-!""""Bye~"" She grinned before losing strength.""FUCK!""…Why am I sleeping in the snowfields?Mr Wolves are growling at me. Hungry huh?... Me too.This is my second book please have mercy on this author. Enjoy.Nanomancer=A mage that uses nanobotsIf you want to support me:Paypal: paypal.me/WriterReiliPatreon: https://www.patreon.com/AuthorReili","Fantasy Romance, Fantasy, Romance","System, Reincarnation, Female Protagonist, Game Elements, Dungeon, Snow Girl, ",4.6,121,1281
Hellbound With You (WN),KazzenlX,"[WARNING: THIS NOVEL IS R-18]""I love you, despite the danger signs.""....“Little lamb, let me tell you this. You’re standing before the gates of hell right now. Doing this means ruining your life. Are you ready to step down to hell with me?”As the silence dragged on, the man’s lips curved up into a triumphant, mocking smile and his hand landed on her head. He ruffled her hair and leaned in on her.“Hell is not a good place, at least for a little lamb like you. I’m sure you’re aware of that. Now run away while this demon king is still being nice and calm.” He whispered and then, he turned to leave, so casually, as if nothing just happened. But after three steps, the girl stopped him again.“The hell you're talking about...” she mumbled, “I… I’d like to see it for myself… Take me there.”…Abigail is a beautiful oh-so-innocent lady. She is kind and well mannered but she is terminally ill. She knows she will die soon so before she dies, she wants to fulfill her one and only wish – to fall in love. She wants to experience loving someone romantically. But under one strange condition- she wants a man who will not fall in love with her because she doesn't want him to suffer when she’s gone. She met Alexander, the coldhearted and mysterious man. He warns her from the start that he doesn't do love and that he is dangerous. But that made him the perfect man for Abigail. He was exactly the kind of man she was looking for.Their completely different worlds collide, Alexander will start to teach the innocent Abigail about sexual pleasure while Abigail will teach him the joy of doing simple things in life....He handed her an egg-shaped, pink vibrator and then returned to his spot.The girl blinked again as she examined, with deep curiosity, the pink egg-shaped thing in her hand.""Don't make me wait. Put it inside,"" the man ordered and Abi swallowed.Abi had no idea whatsoever as to what this thing was. She had never seen anything like this before. She wanted to ask him what this thing was and what he meant by 'put it inside' but the man was so serious, she was afraid she'd fail the test if she showed him that she didn't even know what this was.""Is this clean?"" was what she asked instead and the man half-smiled.""It. Is. Very. Clean."" He stressed out every word.Still unsure about what to do, Abi hesitantly looked at him and then in the next second, she put it inside her mouth.*******follow me on instagram @author_kazzenlx","Fantasy Romance, Fantasy, Romance, Adult, Comedy","R-18, Romance, Comedy, Modern, Vampires, love, Mystery, Dark, ",4.5,343,933
Married To The Devil's Son (WN),JasmineJosef,"【Volume 1 - Married to the Devil's Son】A prince, rumored to be the son of the Devil.He is the definition of Danger.He is the Darkness itself.A princess. Imprisoned in her own home, only to come out once she gets married.But married to whom?***Once upon a time, the Devil fell in love with one of the King's many wives. One night he went to her room disguised as her husband and made love to her. She got pregnant with his child. Knowing this The King ordered her execution believing his wife cheated on him, but then the Devil appeared to the king making him a deal. In exchange for great power for his Kingdom, the King will let his wife Sire The Devil's Child. The King who was greedy for power agrees to the deal and his Kingdom becomes one of the most powerful Kingdoms and the Devil's Child, the seventh Prince of the Kingdom.Being a princess probably sounds nice. A life full of luxury, beautiful dresses and nice shoes, but for Hazel, there is nothing nice about being a princess. She can never go outside the palace, she can never have friends, she can never eat or say or wear whatever she wants and she can never choose the person she is going to marry. Soon she's getting married to a man she has never met, a prince rumored to be Son of the Devil.【Volume 2 - Return of the Devil's Son】**Sequel to Married to the Devil's son**He is back! This time fiercer, faster and stronger, with only one thing in mind. Revenge!Prince of Darkness, Son of the Devil, Lucian is back, and he has only one thing on his mind. Revenge! That's until he meets her. A woman who entices him beyond reason, but who also claims to be his wife. Surrounded by dark secrets and powerful enemies, Lucian must decide who to trust and who to destroy.After getting her heart broken once, Klara vowed never to fall in love again. But when her brother tries to force her into a marriage and the annoying but wickedly handsome Roshan rescues her, things get difficult.Can she protect her heart from the man whose touch sets her body aflame? Or will she surrender to her desire and risk her heart once again?——————————————————————————————————【Volume 3 - The Devil In Her Dreams】A mist appears in her bedroom, materializing into a seductive silver-eyed stranger who proceeds to satisfy her in every possible way.THE BEAST AMONGST USImagine living in a world full of fiery, feral beings, hiding in the shadows, roving in our dreams, creeping under our skin. Eavesdropping, manipulating our minds and exploring our bodies. They are savages, beasts but some of them are companions and childhood friends.Some are dangerous, others even more dangerous. They live amongst us. Some of us call them Demons, others call them Djinn. But some of them should never be called.THE BEAUTY  LOOKING FOR LOVEHeaven, the devil’s granddaughter and princess of Decresh has everything in life. Loving parents, beauty, wealth, and status. But one thing is missing. And that is love. Heaven dreams of the kind of love her parents have and now that she has come of age to get married she has to find her dream man and the future king of Decresh. And she has to find him soon.There is one man. A mysterious silver-eyed stranger who keeps appearing in her dreams. Who is he and what does he want?As the line of suitors grows, Heaven’s dreams become more vivid forcing her to go on a journey to find the man in her dreams. Could he also be the man of her dreams? Or would he turn out to be a nightmare?",Romance,"Romance, love, Arranged Marriage, Mystery, Historical, Fantasy, Demons, Kingdoms, ",4.5,565,306
The Returner,La-El,"This story is centered around the man named Yi Ji-Hyuk, who has spent 1000 years in a Medieval Western fantasy-like world before returning back to the modern-day Earth. When he returns, he finds that his home is facing monster threats, and that humans with superpowers have appeared to protect the innocent people of Earth.The thing is, Yi Ji-Hyuk himself lived like a true, bona-fide Demon King in that fantasy world, and the only reason(s) why he returned home is to find some peace and easy going life. So, what will a man like that do?","Action, Comedy, Fantasy, Harem","Antihero Protagonist, Demons, Dense Protagonist, Dragons, Lazy Protagonist, Male Protagonist, Modern Day, Monsters, Overpowered Protagonist, Parody, Protagonist Strong from the Start, Returning from Another World, Yandere, Demon Lord, Elves, Goddesses, Gods, Love Interest Falls in Love First, Schemes And Conspiracies, Succubus, ",4.0,1213,465
The Monk That Wanted To Renounce Asceticism,A Golden Millet Dream,"In the rural northeastern mountainous regions stands a tiny Buddhist temple, named One Finger Temple. It isn’t a large one but it is extremely miraculous.The temple has rice that emanates an aromatic fragrance.The temple has sweet and refreshing water that rivals ambrosia.The temple has Buddhas that grant wishes to the sincere.The temple isn’t large but it has everything. The temple isn’t large but it has flourishing incense offerings that far exceed all temples. The temple isn’t large but it attracts both citizens and foreigners that line up overnight…The temple has a bald but handsome monk. Every day, he would bawl, “I want to renounce asceticism! I want to marry a chick that’s not too pretty, have a cute baby, and lead a stable life!”","Action, Comedy, Martial Arts, Seinen, Slice of Life, Supernatural","Alternate World, Buddhism, Clever Protagonist, Gods, Male Protagonist, Modern Day, Money Grubber, Nationalism, Special Abilities, System Administrator, ",4.0,852,1512
Badge in Azure,Deathstate,"The life of a magician is dedicated to understanding the true nature of the world. Saleen Metatrin, an ordinary magician, embarks on this journey with the desire to change minds and destinies. As he pursues this noble goal, he encounters various situations and phases in his life, each challenging his beliefs and skills. Through these experiences, Saleen strives to uncover deeper truths and fulfill his role as a magician, navigating the complexities of his evolving path.","Action, Drama, Fantasy, Harem, Mystery, Xuanhuan","Cultivation, Dragons, Empires, Gods, Hard-Working Protagonist, Magic, Male Protagonist, Nobles, Poor to Rich, Weak to Strong, Wizards, ",4.0,962,1534
Ark (Published Novel),Yoo Seong,"Kim Hyun Woo lived the life of the wealthy thanks to his parents. But one day, he received a phone call informing him of a traffic accident which involved his parents. His father had died and his mother was hospitalized in critical condition. The normal life he once knew, collapsed…They sold their house, cancelled various insurance plans, and moved to a one room apartment. And after a few years, Hyun Woo spends four to six hours tending to his mother and worked to pay for her medical bills.One day, one of his Instructors recommended him for position in a company called Global Exos, who made an announcement of making history with the newest technological invention.","Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-fi","Adapted to Manhwa, Average-looking Protagonist, Beastkin, Betrayal, Cooking, Determined Protagonist, Dwarfs, Elves, Familiars, Gamers, Hard-Working Protagonist, Level System, Lucky Protagonist, Male Protagonist, Merchants, MMORPG, Money Grubber, Revenge, Summoning Magic, Sword Wielder, Time Skip, Underestimated Protagonist, Vampires, Virtual Reality, Weak to Strong, ",3.0,1160,217
Stealing The Heavens,Blood Red,"An unexpected discovery in Machu Picchu has transported a young professional thief from Earth to a world filled with mystical powers and evil plots. With his beloved teacher and best friend killed during the calamity, his only goal is to become stronger, so that he can take revenge for them.This is a novel filled with politics, the struggle for power, evil beauties, and of course, Divine Immortals.","Action, Adventure, Fantasy, Harem, Martial Arts, Xianxia","Adultery, Alchemy, Army Building, Artifact Crafting, Assassins, Buddhism, Calm Protagonist, Carefree Protagonist, Clever Protagonist, Confident Protagonist, Cultivation, Cunning Protagonist, Daoism, Domestic Affairs, Dragons, Fast Learner, Gate to Another World, Heavenly Tribulation, Immortals, Inscriptions, Kingdom Building, Kingdoms, Male Protagonist, Military, Multiple Realms, Nobles, Politics, Polygamy, Psychopaths, Revenge, Reverse Rape, Romantic Subplot, Royalty, Rape, Ruthless Protagonist, Shameless Protagonist, S*aves, Strategist, Thieves, Transported to Another World, Unique Cultivation Technique, Weak to Strong, ",4.5,1199,987
Ace of the Dragon Division,Dust Wind,"There’s SIS in great Britain, CIA in the US. In Huaxia, there’s Dragon Division, known as the mysterious power of the East.When a soldier that originally failed to be selected to join, appeared on the Dragon Division’s list again, no one noticed, that this inconspicuous and humble looking guy was actually the Dragon King of the division, the one that’s most difficult to deal with.He was a man, whose appearance gave every one existential crisis, including a fly that was consecutively caught by him with a pair of chopsticks.Of course, this story is hilarious as well.[Shen Yao laughed. “You think I would help you? For what reason?”Xu Cheng sighed. “Shen Yao, to be honest, you are really pretty.”“Humph.” Shen Yao snorted coldly, “Can you elaborate on that for me?”“I don’t know how to get into details, but I can only say that when I accidentally tore your skirt today, I got a boner.” ]","Action, Adventure, Comedy, Martial Arts, Romance, Supernatural","Arranged Marriage, Arrogant Characters, Beautiful Female Lead, Cheats, Clever Protagonist, Death of Loved Ones, Determined Protagonist, Devoted Love Interests, Genetic Modifications, Hot-blooded Protagonist, Male Protagonist, Mercenaries, Military, Modern Day, Near-Death Experience, Overpowered Protagonist, Police, Poor to Rich, Popular Love Interests, Racism, Romantic Subplot, Ruthless Protagonist, Strong to Stronger, Tragic Past, Childhood Friends, Nationalism, ",4.0,662,1620
Absolute Choice,Pear Lands In The Autumn Spring,"A world filled with heroes with superpowers. A world attacked by calamity fiends. A modern world filled with wonders and dangers.Shi Xiaobai, a child from normal Earth, walked into such a world, proclaiming to be its king. But at the first signs of danger, he is forced to make a choice, one which he cannot refuse for time would repeat, making him face the choice again.He is not humble nor is he modest, but neither is he delusional. Yet, the Absolute Choice seems to make fun of him. Will the joke be on him or will he laugh at his opponents? There will be many watching his escapades, and there will be some joining him in his adventures.To see through the world and to grasp its truth, that is the destiny of the King.","Action, Adventure, Comedy, Drama, Fantasy, Martial Arts, Mystery, Xuanhuan","Aggressive Characters, Aliens, Amnesia, Arrogant Characters, Average-looking Protagonist, Beautiful Female Lead, Bloodlines, Body Tempering, Calm Protagonist, Charismatic Protagonist, Chuunibyou, Cold Love Interests, Cold Protagonist, Cultivation, Demons, Dense Protagonist, Devoted Love Interests, Fast Cultivation, Firearms, Game Elements, Genius Protagonist, Gods, Human-Nonhuman Relationship, Loli, Love Interest Falls in Love First, Lucky Protagonist, Male Protagonist, Manipulative Characters, Misunderstandings, Modern Day, Multiple Realms, Mysterious Family Background, Mysterious Past, Naive Protagonist, Older Love Interests, Parody, Past Plays a Big Role, Perverted Protagonist, Psychic Powers, Race Change, Romantic Subplot, Schemes And Conspiracies, Sentient Objects, Seven Deadly Sins, Shameless Protagonist, Special Abilities, Stoic Characters, Strong Love Interests, Sudden Strength Gain, Sword And Magic, Time Loop, Transformation Ability, Transmigration, Transported to Another World, Tsundere, Unconditional Love, Weak to Strong, Character Growth, ",4.0,969,583
Demon Hunter (Web Novel),Misty Rain of Jiangnan,"After the nuclear warfare, massacres started to spread throughout the entire world. The order between humans completely collapses, and the strong eats while the weak gets eaten becomes the #1 rule.When you lose the chains of desire, it means that you no longer have a road to go forward. You can only turn left, or face right.Hell is to the left, but Hell is also to the right.","Action, Adventure, Harem, Mature, Psychological, Sci-fi, Tragedy","Adapted to Manhua, Alternate World, Apocalypse, Calm Protagonist, Cannibalism, Character Growth, Depictions of Cruelty, Evolution, Firearms, Genetic Modifications, Gore, Handsome Male Lead, Human Experimentation, Male Protagonist, Military, Monsters, Mutations, Mysterious Past, Post-apocalyptic, Romantic Subplot, Rape, S*aves, Special Abilities, Strength-based Social Hierarchy, Survival, Wars, Weak to Strong, ",4.6,751,1058
Reincarnation - The Divine Doctor and Stay-at-home Dad,Chao Shuang Hei Pi,"Tang Long was brought to the Immortal Cultivation World by an immortal who noticed his affinity to wood and cultivation.Relying on his amazing talent, became one of the five emperors of that world.He failed his Heavenly Tribulation and had his soul scattered into pieces but one part found its way to Qin Haodong on Earth.With his excellent medical skills, he became a divine doctor of traditional Chinese medicine and encountered the baby girl he made before going into the Cultivation World, whose mother was as pretty as a fairy. The little girl even asked him to find more lovers. What a cute girl…","Action, Ecchi, Fantasy, Harem, Romance, Xianxia","Arrogant Characters, Cultivation, Doting Parents, Handsome Male Lead, Male Protagonist, Medical Knowledge, Modern Day, Nationalism, Polygamy, Poor to Rich, Protagonist Strong from the Start, Racism, Returning from Another World, Ruthless Protagonist, Second Chance, Strong to Stronger, Transmigration, Underestimated Protagonist, Calm Protagonist, Love Interest Falls in Love First, Past Plays a Big Role, Reincarnation, Vampires, ",3.0,765,1025
Zombie Sister Strategy,A Wisp of Netherworld Inferno,"Lin Qiao remembers nothing from the past five years since the post-apocalyptic era began. She wakes up only to find herself having become a newborn, superpowered zombie, in a body that used to belong to an evil and notorious woman!Having kidnapped a girl and raped her father, the previous host met her demise at the very hands of the conspiracies she courted all her life, leaving Lin Qiao no choice but to deal with the consequences while trying to figure out her own past and the fate of her loved ones.As for the little girl’s father, can’t he just have a decent fight? He’s a human being, but why is he biting a zombie? She’s the zombie! She’s the one who’s supposed to bite!","Action, Adventure, Fantasy, Josei, Mature","Accelerated Growth, Apocalypse, Cannibalism, Childcare, Evolution, Female Protagonist, Magical Space, Monsters, Pregnancy, Race Change, Rape Victim Becomes Lover, Reverse Rape, Romantic Subplot, Rape, Slow Romance, Special Abilities, Transmigration, Transported to Another World, Weak to Strong, Zombies, ",4.4,573,1456
